Caprese Chicken Chicken Skillet, Springtime Quinoa pilaf (VE), Sautéed Greens (VE), Steamed Veggies (VE)	5
Chicken Katsu, Vegetable Lo Mein (VE), Steamed Rice (VE), Edamame and Carrots (VE)	6
Chicken Saltimbocca in a White Wine Garlic Sauce, Angel Hair Pasta (VE), Roasted Broccoli (VE), Steamed Vegetable (VE) and Garlic Bread (V)	6
Maryland Crab Cakes, Vegetable Crab Cakes (V), Quinoa Pilaf, Sautéed Spinach and Cauliflower (VE)	5
Mediterranean Sampler, Falafel Balls (V), Black Bean Hummus (VE), Reg or Roasted Red Pepper Hummus (VE), House Made Tabouli (VE) Served with Grilled Pita Bread (V)	5
Nacho Grande Bar, Ground Beef, Refried Beans (VE), Cilantro Lime Rice (VE), Baked Beans (VE) and Toppings	8
Pasta or Manicotti (V) with Meatballs and Marinara Sauce (VE), Broccoli (VE), Butternut Squash (VE) and Vegetable Primavera (V)	6
Pasta or Manicotti (V) with Meatballs and Marinara Sauce (VE), Broccoli (VE), Butternut Squash (VE) and Vegetable Primavera (V)	5
Seared Chicken with Sundried Tomato Cream Sauce, Pasta (V), Roasted Broccoli (VE), Steamed Vegetable (VE)	5
Summer Cooked Bar, Beef OR Veggie Burgers (V), Chili, Cheese Sauce (V), Corn (V), House Cut Fries (V)	6
Sweet and Tangy Pulled Pork Tacos, Mixed Bean Tacos (VE), Habanero Mango Slaw (V), Green Tomatillo Avocado Salsa (V)	5
Szechuan Chicken or Tofu (VE), Steamed Rice, Roasted Ginger Soy Beans (VE), Steamed Summer Squash (VE)	5
Taco Bar, Beef or Veggies Black Bean (VE), Yellow Rice (VE), Peppers and Onions, Corn, Zucchini Medley (VE) and Cold Toppings	7
Taco Salad Bowl, Ground Beef or Black Beans(V), Fresh Lettuce (VE), Olives (VE), Tomatoes (VE), Pico de Gallo (VE), Cheese (V) Topped With Our House Made Vinaigrette	7
Shredded Hash browns (V), Pork Bacon, Scramble Egg (V), Scramble Eggs Whites (V) and, Cinnamon Vanilla French toast (V), Moroccan Chicken Tagine, Moroccan Chickpea Stew (VE), Mixed Vegetable (VE)	7
Red Bliss Home Fries (VE), Turkey Sausage Links, Scramble Egg (V), Scramble Eggs Whites (V) and Stuffed Apple Buttermilk Pancake (V), Spinach, Bacon & Swiss Quiche, Vegetable Alfredo (V), Steamed Vegetable (VE)	6
	
Banh Mi Thit with Beef	5
Beef or Lentil Shepherd’s Pie (V), Mashed Potatoes (V), Corn (VE) and Brussels Sprouts (VE)	4
Chicken & Waffle, Crispy Bacon, Bourbon Caramelized Onions (V), Warm Whiskey, Maple Syrup (V), Crispy Tempura Eggplant (V)	7
Chicken or Tofu Tikka Masala (V), Couscous Pilaf (V), Roasted Curried Cauliflower (VE) and Green Beans (VE)	5
Chicken Paprikash Vegetable Stir Fry (V), Rice (VE), Green Beans (VE) and Mixed Vegetable (VE) potatoes Vegan and Grain Bar- Steamed Brown Rice (VE), Chinese Green Beans (VE) and Tempeh & Vegetable Stir Fry (VE)	7
Coffee Crusted Beef, or Coffee Crusted Tofu (VE), Blue Cheese Mashed (V), Garlic Butter Broccoli (V), Wilted Green (VE)	5
Curry Chicken OR Tofu (VE), Basmati Rice (VE), Roasted Vegetable (VE) and Steamed Peas (VE)	6
Evergreen Salad (VE) Oven Roasted Chicken, Tossed in a Sunflower Thyme Marinade (VE)	5
Five Spice Rubbed Pork, Pineapple –Soy Reduction (V), Lemon Scented Rice (VE) Grilled Bok Choy (VE), Sweet Chile Vegetable Mix (V) Soups- Chicken Florentine Soup , Thai Tofu Noodle Soup (VE)	6
Fried Calamari with Hot Cherry Peppers, Lemon Wedges, and a Spicy Dipping Sauce	4
Grilled Caprese on Ciabbatta (V) and Rosemary Fries (VE)	5
Grilled Hot Dogs, or Grilled Veggie Dags (V), House Cut Fries, Cheese Sauce (V), Choice of Cold Toppings	7
Grilled Portabella Mushroom Burger (VE), Avocado Spread (V), Oven Baked Kettle Chips (V)	6
Guacamole and Salsa Bar, Spicy Corn Chips (V), Spicy or Original Gucamole, Spicy Salsa or Roasted Corn Salsa (VE), and Vegan Chili	7
Kafta & Seared Veggie Rice (VE) and Naan Bread(V)	6
Maple Mustard Glazed Salmon, White Miso Bean Pot (VE), Wasabi Roasted Potatoes (VE), Steamed Seasonal Vegetables (VE), Roasted Broccoli Mix	6
Memphis Style Smoked Ribs, Grilled Cauliflower Steak (VE), Cornbread (V), Buttered Corn (V), Smashed Potatoes (V)	7
